,timestamp,avgGain,std,length
0,29/09/2019 - 10:31:33,88.95398428731762,1.372780672272117,891
0,29/09/2019 - 10:34:02,88.95232558139534,1.3972753173950383,860
0,29/09/2019 - 10:36:21,88.95439377085651,1.3666658211671627,899
0,29/09/2019 - 10:54:14,88.95265588914549,1.3924320738197749,866
0,29/09/2019 - 10:59:59,52.746833333333335,0.1226035843231709,1500
0,29/09/2019 - 11:04:07,60.455442902881536,3.476223131284802,937
0,29/09/2019 - 11:07:37,61.58139534883721,4.014802494245611,946
0,29/09/2019 - 11:10:06,62.12308429118774,4.251119265348912,1044
0,29/09/2019 - 11:14:05,74.13088057901085,3.499426880041117,829
0,29/09/2019 - 11:16:45,79.1039798206278,3.814290948401115,892
0,29/09/2019 - 11:19:10,73.17685076380728,3.458331611105297,851
0,29/09/2019 - 11:26:48,52.746833333333335,0.1226035843231709,1500
0,29/09/2019 - 11:30:32,52.746833333333335,0.1226035843231709,1500
0,29/09/2019 - 11:34:37,54.3120287868403,7.370012987025038,1459
0,29/09/2019 - 11:38:26,52.746833333333335,0.1226035843231709,1500
0,29/09/2019 - 11:43:31,74.44254510921178,12.061758378231621,1053
0,29/09/2019 - 11:51:24,72.9574295010846,11.442313422167025,922
